day_idx,new_cases,new_cases_7d_average
2022-03-21,240737.0,230035.57142857142
2022-03-22,295333.0,232261.14285714287
2022-03-23,296459.0,232028.42857142858
2022-03-24,273937.0,230409.42857142858
2022-03-25,236883.0,228381.85714285713
2022-03-26,141253.0,227054.0
2022-03-27,78987.0,223369.85714285713
2022-03-28,207486.0,218619.7142857143
2022-03-29,264720.0,214246.42857142858
2022-03-30,249232.0,207499.7142857143
2022-03-31,219465.0,199718.0
2022-04-01,177168.0,191187.2857142857
2022-04-02,96631.0,184812.7142857143
2022-04-03,54968.0,181381.42857142858
2022-04-04,153704.0,173698.2857142857
2022-04-05,201817.0,164712.14285714287
2022-04-06,181001.0,154964.85714285713
2022-04-07,159880.0,146452.7142857143
2022-04-08,138617.0,140945.42857142858
2022-04-09,78608.0,138370.7142857143
2022-04-10,47985.0,137373.14285714287
2022-04-11,137728.0,135090.85714285713
2022-04-12,175696.0,131359.2857142857
2022-04-13,152468.0,127283.14285714286
2022-04-14,145807.0,125272.71428571429
2022-04-15,63465.0,114536.71428571429
2022-04-16,55046.0,111170.71428571429
2022-04-17,39687.0,109985.28571428571
2022-04-18,43255.0,96489.14285714286
2022-04-19,154376.0,93443.42857142857
2022-04-20,172310.0,96278.0
2022-04-21,149400.0,96791.28571428571
2022-04-22,115862.0,104276.57142857143
2022-04-23,56357.0,104463.85714285714
2022-04-24,32471.0,103433.0
2022-04-25,117307.0,114011.85714285714
2022-04-26,133744.0,111064.42857142857
2022-04-27,111231.0,102338.85714285714
2022-04-28,91718.0,94098.57142857143
2022-04-29,76672.0,88500.0
2022-04-30,37459.0,85800.28571428571
2022-05-01,22049.0,84311.42857142857
2022-05-02,86737.0,79944.28571428571
2022-05-03,103260.0,75589.42857142857
2022-05-04,87117.0,72144.57142857143
2022-05-05,77637.0,70133.0
2022-05-06,66279.0,68648.28571428571
2022-05-07,30382.0,67637.28571428571
2022-05-08,18800.0,67173.14285714286
2022-05-09,82809.0,66612.0
2022-05-10,91518.0,64934.57142857143
2022-05-11,74220.0,63092.142857142855
2022-05-12,62747.0,60965.0
2022-05-13,55424.0,59414.28571428572
2022-05-14,22875.0,58341.857142857145
2022-05-15,13857.0,57635.71428571428
2022-05-16,63927.0,54938.28571428572
2022-05-17,64431.0,51068.71428571428
2022-05-18,51495.0,47822.28571428572
2022-05-19,42589.0,44942.57142857143
2022-05-20,38917.0,42584.42857142857
2022-05-21,15381.0,41513.857142857145
2022-05-22,9485.0,40889.28571428572
2022-05-23,45272.0,38224.28571428572
2022-05-24,44338.0,35353.857142857145
2022-05-25,33954.0,32848.0
2022-05-26,10461.0,28258.285714285714
2022-05-27,31830.0,27245.85714285714
2022-05-28,13359.0,26957.0
2022-05-29,10938.0,27164.571428571428
2022-05-30,46547.0,27346.714285714286
2022-05-31,50091.0,28168.571428571428
2022-06-01,43637.0,29551.85714285714
2022-06-02,40772.0,33882.0
2022-06-03,38870.0,34887.71428571428
2022-06-04,17244.0,35442.71428571428
2022-06-05,12939.0,35728.57142857143
2022-06-06,16027.0,31368.571428571428
2022-06-07,68620.0,34015.57142857143
2022-06-08,78482.0,38993.42857142857
2022-06-09,68219.0,42914.42857142857
2022-06-10,63751.0,46468.857142857145
2022-06-11,24911.0,47564.142857142855
2022-06-12,19058.0,48438.28571428572
2022-06-13,83880.0,58131.57142857143
2022-06-14,89495.0,61113.71428571428
2022-06-15,79194.0,61215.42857142857
2022-06-16,40652.0,57277.28571428572
2022-06-17,75726.0,58988.0
2022-06-18,29088.0,59584.71428571428
2022-06-19,22580.0,60087.857142857145
2022-06-20,103763.0,62928.28571428572
2022-06-21,119198.0,67171.57142857143
2022-06-22,108606.0,71373.28571428571
2022-06-23,96932.0,79413.28571428571
2022-06-24,85801.0,80852.57142857143
2022-06-25,32990.0,81410.0
2022-06-26,23282.0,81510.28571428571
2022-06-27,115526.0,83190.71428571429
2022-06-28,132871.0,85144.0
2022-06-29,120358.0,86822.85714285714
2022-06-30,106343.0,88167.28571428571
2022-07-01,93716.0,89298.0
2022-07-02,30115.0,88887.28571428571
2022-07-03,22364.0,88756.14285714286
2022-07-04,120203.0,89424.28571428571
2022-07-05,132587.0,89383.71428571429
2022-07-06,122906.0,89747.71428571429
2022-07-07,107701.0,89941.71428571429
2022-07-08,94353.0,90032.71428571429
2022-07-09,30615.0,90104.14285714286
2022-07-10,24192.0,90365.28571428571
2022-07-11,129092.0,91635.14285714286
2022-07-12,140345.0,92743.42857142857
2022-07-13,131194.0,93927.42857142857
2022-07-14,113463.0,94750.57142857143
2022-07-15,106285.0,96455.14285714286
2022-07-16,31541.0,96587.42857142857
2022-07-17,21621.0,96220.14285714286
2022-07-18,131878.0,96618.14285714286
2022-07-19,138212.0,96313.42857142857
2022-07-20,117197.0,94313.85714285714
2022-07-21,100322.0,92436.57142857143
2022-07-22,87559.0,89761.42857142857
2022-07-23,27346.0,89162.14285714286
2022-07-24,18154.0,88666.85714285714
2022-07-25,116055.0,86406.42857142857
2022-07-26,112089.0,82674.57142857143
2022-07-27,91604.0,79018.42857142857
2022-07-28,72171.0,74996.85714285714
2022-07-29,61206.0,71232.14285714286
2022-07-30,19941.0,70174.28571428571
2022-07-31,13917.0,69569.0
2022-08-01,81737.0,64666.42857142857
2022-08-02,79713.0,60041.28571428572
2022-08-03,65732.0,56345.28571428572
2022-08-04,54157.0,53771.857142857145
2022-08-05,47860.0,51865.28571428572
2022-08-06,17007.0,51446.142857142855
2022-08-07,12075.0,51183.0
2022-08-08,64323.0,48695.28571428572
2022-08-09,64588.0,46534.57142857143
2022-08-10,53617.0,44803.857142857145
2022-08-11,45335.0,43543.57142857143
2022-08-12,41938.0,42697.57142857143
2022-08-13,14325.0,42314.42857142857
2022-08-14,11248.0,42196.28571428572
2022-08-15,54686.0,40819.57142857143
